"part","source_id","action","variant","source_direction","project_direction","source_path","relative_path","frame_width","frame_height","frame_count","source_format","naming_separator","content_hash"
"cloth","10201","trigger","","","","external/assets/source/res/object/cloth/cloth10201_trigger.gif","cloth/cloth10201_trigger.gif","100","100","23","gif","","sha256:8870c2c896cf31c539badfcca1fb4ab4c20b352e27f19a3f63439dddd3bc4939"
"cloth","10201","trigger","m","","","external/assets/source/res/object/cloth/cloth10201_trigger_m.gif","cloth/cloth10201_trigger_m.gif","100","100","23","gif","_","sha256:06845b73fa95deabc829c39ebf1649991eedd4aa6e0a3f767c1967f41784cc28"
"cloth","10201","wait","","","","external/assets/source/res/object/cloth/cloth10201_wait.gif","cloth/cloth10201_wait.gif","100","100","10","gif","","sha256:7692c0ba867d32ee00e3b6ae5f2e50ab2913d15bd8a5cf3cdaf8b3be8fe54ee6"
"cloth","10201","wait","m","","","external/assets/source/res/object/cloth/cloth10201_wait_m.gif","cloth/cloth10201_wait_m.gif","100","100","10","gif","_","sha256:611d730b645346f08b85826fbd882bf55bbd13d8b9749f903650901e3d1c7782"
"cloth","10201","walk","","0","right","external/assets/source/res/object/cloth/cloth10201_walk_0.gif","cloth/cloth10201_walk_0.gif","100","100","6","gif","_","sha256:8f477a3b394f2952d5cdee87c806d06c7b9ff1d19cc05a2d95ef273a86ea3cdd"
"cloth","10201","walk","m","0","right","external/assets/source/res/object/cloth/cloth10201_walk_m_0.gif","cloth/cloth10201_walk_m_0.gif","100","100","6","gif","_","sha256:5bf9317ae1f3cc6a7bf71933afc04ae49dc6ffa43ccf84784753230ac27a29a2"
"cloth","10201","walk","","1","up","external/assets/source/res/object/cloth/cloth10201_walk_1.gif","cloth/cloth10201_walk_1.gif","100","100","6","gif","_","sha256:45de5438ebecc8f0649f3e74795c52c72875c5f09c6bfdeba346a06a5856be9f"
"cloth","10201","walk","m","1","up","external/assets/source/res/object/cloth/cloth10201_walk_m_1.gif","cloth/cloth10201_walk_m_1.gif","100","100","6","gif","_","sha256:caec7a2ae6a406a154cbf7e05ed08275aadd1d833ceff4f6b85aaab413570e56"
"cloth","10201","walk","","2","left","external/assets/source/res/object/cloth/cloth10201_walk_2.gif","cloth/cloth10201_walk_2.gif","100","100","6","gif","_","sha256:4f4ba37085d6081c4cb283284c3ca540a36a041747f5278494afa26dd6052bdb"
"cloth","10201","walk","m","2","left","external/assets/source/res/object/cloth/cloth10201_walk_m_2.gif","cloth/cloth10201_walk_m_2.gif","100","100","6","gif","_","sha256:ba2171929c68fafb6ac81d5fce55b3cbfbd291433964164147fd293ebb0e454d"
"cloth","10201","walk","","3","down","external/assets/source/res/object/cloth/cloth10201_walk_3.gif","cloth/cloth10201_walk_3.gif","100","100","6","gif","_","sha256:5dca3076119595cf62e835f58510920be8f9bd47ab1a73706c1a53a1aa69d149"
"cloth","10201","walk","m","3","down","external/assets/source/res/object/cloth/cloth10201_walk_m_3.gif","cloth/cloth10201_walk_m_3.gif","100","100","6","gif","_","sha256:ac8037ce4782c1d72e8183646543c83cc4ed7f11a6ec798c70f3fe37899cec66"
"cloth","10201","win","","","","external/assets/source/res/object/cloth/cloth10201_win.gif","cloth/cloth10201_win.gif","100","100","3","gif","","sha256:7401dce1f9cd807ef890a5f2cc764231a07ae3d8d0ad1395c4592bb911a7559f"
"cloth","10201","win","m","","","external/assets/source/res/object/cloth/cloth10201_win_m.gif","cloth/cloth10201_win_m.gif","100","100","3","gif","_","sha256:29f5b340502009eeb245f12659d183a43e2601912f81b257afcb1e13d984d883"
"cloth","10301","cry","","","","external/assets/source/res/object/cloth/cloth10301_cry.gif","cloth/cloth10301_cry.gif","100","100","4","gif","","sha256:9183059acdb7fed5afefb06e0bcf6965b6f5a58171ce981396e4ac6abc88074f"
"cloth","10301","cry","m","","","external/assets/source/res/object/cloth/cloth10301_cry_m.gif","cloth/cloth10301_cry_m.gif","100","100","4","gif","_","sha256:10feb801240d01d3a45500e599820eb018982560d18bc71fef3949e9e7880ba1"
"cloth","10301","die","","","","external/assets/source/res/object/cloth/cloth10301_die.gif","cloth/cloth10301_die.gif","100","100","4","gif","","sha256:9183059acdb7fed5afefb06e0bcf6965b6f5a58171ce981396e4ac6abc88074f"
"cloth","10301","die","m","","","external/assets/source/res/object/cloth/cloth10301_die_m.gif","cloth/cloth10301_die_m.gif","100","100","4","gif","_","sha256:10feb801240d01d3a45500e599820eb018982560d18bc71fef3949e9e7880ba1"
"cloth","10301","faint","","","","external/assets/source/res/object/cloth/cloth10301_faint.gif","cloth/cloth10301_faint.gif","100","100","2","gif","","sha256:57981dc1696e412c599e10773203abc6e9367ca0e84da35158f77296a3dc84ad"
"cloth","10301","faint","m","","","external/assets/source/res/object/cloth/cloth10301_faint_m.gif","cloth/cloth10301_faint_m.gif","100","100","2","gif","_","sha256:e6d51cb53f97baf6412ba7226d1300f31411fde9def0e4c565c98865c796701c"
"cloth","10301","lose","","","","external/assets/source/res/object/cloth/cloth10301_lose.gif","cloth/cloth10301_lose.gif","100","100","4","gif","","sha256:9183059acdb7fed5afefb06e0bcf6965b6f5a58171ce981396e4ac6abc88074f"
"cloth","10301","lose","m","","","external/assets/source/res/object/cloth/cloth10301_lose_m.gif","cloth/cloth10301_lose_m.gif","100","100","4","gif","_","sha256:10feb801240d01d3a45500e599820eb018982560d18bc71fef3949e9e7880ba1"
"cloth","10301","sit","","","","external/assets/source/res/object/cloth/cloth10301_sit.png","cloth/cloth10301_sit.png","47","74","1","png","","sha256:af99637fc34c60854ea8528e7788650c2fa9d97bdbc6854076c09f425ce18f8f"
"cloth","10301","slow","","0","right","external/assets/source/res/object/cloth/cloth10301_slow_0.png","cloth/cloth10301_slow_0.png","100","100","1","png","_","sha256:b577f32d3070c58beb0c42a6c9cee82d0a6d78dae34eb13c0cc511e854c62a48"
"cloth","10301","slow","","1","up","external/assets/source/res/object/cloth/cloth10301_slow_1.png","cloth/cloth10301_slow_1.png","100","100","1","png","_","sha256:3da72f6d00c6fa280c119ff18d9792a6672a1c6daaf4f071114c7d09ea6cebb9"
"cloth","10301","slow","","2","left","external/assets/source/res/object/cloth/cloth10301_slow_2.png","cloth/cloth10301_slow_2.png","100","100","1","png","_","sha256:007fb6878ed975f0ee3f7e5241e502050c198a82e340b3e0a8f7f559d69e7a77"
"cloth","10301","slow","","3","down","external/assets/source/res/object/cloth/cloth10301_slow_3.png","cloth/cloth10301_slow_3.png","100","100","1","png","_","sha256:b5cf84f13d00dcfc093797cf15bdbbbd8a3f9303e4f19938ca328ef210a3254b"
"cloth","10301","stand","","0","right","external/assets/source/res/object/cloth/cloth10301_stand_0.png","cloth/cloth10301_stand_0.png","100","100","1","png","_","sha256:c4db48fe7edab7f5c64d6d3c627ee67ff6e3b37e5fd82eb5cbac23b1bd84e445"
"cloth","10301","stand","m","0","right","external/assets/source/res/object/cloth/cloth10301_stand_m_0.png","cloth/cloth10301_stand_m_0.png","100","100","1","png","_","sha256:b57f189559efcb59f397a01a18cd5470a2dcdf89243519a57cf05e8aa8a008cb"
"cloth","10301","stand","","1","up","external/assets/source/res/object/cloth/cloth10301_stand_1.png","cloth/cloth10301_stand_1.png","100","100","1","png","_","sha256:3ebe50f8b629cbc28e2d779b83f41a502e4ce2c91735b5db847edb2e6de03ee4"
"cloth","10301","stand","m","1","up","external/assets/source/res/object/cloth/cloth10301_stand_m_1.png","cloth/cloth10301_stand_m_1.png","100","100","1","png","_","sha256:e5c47b31dd1dad5a2e7e8daed2053231dfaa2ac1ad290085b23c23b0cfbea381"
"cloth","10301","stand","","2","left","external/assets/source/res/object/cloth/cloth10301_stand_2.png","cloth/cloth10301_stand_2.png","100","100","1","png","_","sha256:f47dc60fdf9630ce5fbce4285fec132899758fee918aed6720b305bd4758f4ab"
"cloth","10301","stand","m","2","left","external/assets/source/res/object/cloth/cloth10301_stand_m_2.png","cloth/cloth10301_stand_m_2.png","100","100","1","png","_","sha256:483045d8e8204ce6ee77c4de5926f1815b693d041e6a5aee6cd5b2a705c14098"
"cloth","10301","stand","","3","down","external/assets/source/res/object/cloth/cloth10301_stand_3.png","cloth/cloth10301_stand_3.png","100","100","1","png","_","sha256:59fb91b159ac72370e9876b231fa1d008e418e5e68ce8228d9280e6836dcf6f4"
"cloth","10301","stand","m","3","down","external/assets/source/res/object/cloth/cloth10301_stand_m_3.png","cloth/cloth10301_stand_m_3.png","100","100","1","png","_","sha256:1d57d9efeba77a0d7f06b5b2c8637fd24584be8f3cd86ce94d76c0c5a0518133"
"cloth","10301","trigger","","","","external/assets/source/res/object/cloth/cloth10301_trigger.gif","cloth/cloth10301_trigger.gif","100","100","23","gif","","sha256:264eabee82292e966c7d697778722bb53c18ade9563d823112fd27d88a8ebb69"
"cloth","10301","trigger","m","","","external/assets/source/res/object/cloth/cloth10301_trigger_m.gif","cloth/cloth10301_trigger_m.gif","100","100","23","gif","_","sha256:e6ee79d57b0d2923d006f4179c5d158d29538ad3ac89e4be21e2909463a0e2d2"
"cloth","10301","wait","","","","external/assets/source/res/object/cloth/cloth10301_wait.gif","cloth/cloth10301_wait.gif","100","100","11","gif","","sha256:b1ed839c2e340be5261d827a03768a5ec25cc715c2ca5331e64c747514f3a23b"
"cloth","10301","wait","m","","","external/assets/source/res/object/cloth/cloth10301_wait_m.gif","cloth/cloth10301_wait_m.gif","100","100","11","gif","_","sha256:76214cadf6bbe92e9f510d423f4aeebac20afdfd405418c54755d05d17e27c02"
"cloth","10301","walk","","0","right","external/assets/source/res/object/cloth/cloth10301_walk_0.gif","cloth/cloth10301_walk_0.gif","100","100","6","gif","_","sha256:b4c12f1145b44d2ef88cd714761ce55609a2549aa4855396eb9a8600d3d18deb"
"cloth","10301","walk","m","0","right","external/assets/source/res/object/cloth/cloth10301_walk_m_0.gif","cloth/cloth10301_walk_m_0.gif","100","100","6","gif","_","sha256:314867a4deeb446fbf4b120e5245232d38364cfe163ca2ca8d2f7f19b2098bee"
"cloth","10301","walk","","1","up","external/assets/source/res/object/cloth/cloth10301_walk_1.gif","cloth/cloth10301_walk_1.gif","100","100","6","gif","_","sha256:0bcd38b21f61bc342c73b523681e8d65716c5396a5dbda3088c2c145e52e9fdb"
"cloth","10301","walk","m","1","up","external/assets/source/res/object/cloth/cloth10301_walk_m_1.gif","cloth/cloth10301_walk_m_1.gif","100","100","6","gif","_","sha256:cb12087d94773d0c94b445129fa2664be26c69684e2e327807885f938dd3441d"
"cloth","10301","walk","","2","left","external/assets/source/res/object/cloth/cloth10301_walk_2.gif","cloth/cloth10301_walk_2.gif","100","100","6","gif","_","sha256:c617c403bb4027105ae3f769d355810d6fef3749fbc7737717068a898a000ac7"
"cloth","10301","walk","m","2","left","external/assets/source/res/object/cloth/cloth10301_walk_m_2.gif","cloth/cloth10301_walk_m_2.gif","100","100","6","gif","_","sha256:ccfc248432ee15645639faa0d5cbbcf2c85dc93fc6b861966655e1a61c5ef444"
"cloth","10301","walk","","3","down","external/assets/source/res/object/cloth/cloth10301_walk_3.gif","cloth/cloth10301_walk_3.gif","100","100","6","gif","_","sha256:caca2f851f1d83ae500213945af0a80d8cf1b10d1af3d35891419966657e5ed5"
"cloth","10301","walk","m","3","down","external/assets/source/res/object/cloth/cloth10301_walk_m_3.gif","cloth/cloth10301_walk_m_3.gif","100","100","6","gif","_","sha256:5abbe4ce7a9aa796db92143f2c2e77656462ce3b575994795c4f662fe2791c8a"
"cloth","10301","win","","","","external/assets/source/res/object/cloth/cloth10301_win.gif","cloth/cloth10301_win.gif","100","100","5","gif","","sha256:70992c155b5d45cb7b4584750e35e686930726cbf5b9da00874bb142b6411efa"
"cloth","10301","win","m","","","external/assets/source/res/object/cloth/cloth10301_win_m.gif","cloth/cloth10301_win_m.gif","100","100","5","gif","_","sha256:2922a30c45b08058707ef1838d86c0bcc22f8b849370f61f426c2483e3b68b5a"
"cloth","10303","stand","","","","external/assets/source/res/object/cloth/cloth10303_stand.gif","cloth/cloth10303_stand.gif","85","142","10","gif","","sha256:07629482e98fde406522a936113b4d9179247e01d3ac933332f68b5be4469d44"
"cloth","10401","cry","","","","external/assets/source/res/object/cloth/cloth10401_cry.gif","cloth/cloth10401_cry.gif","100","100","4","gif","","sha256:3a1551d8861d508e9523e63023b8a56d0ac1c909554dec9ec5cfbeeeaf4403de"
"cloth","10401","cry","m","","","external/assets/source/res/object/cloth/cloth10401_cry_m.gif","cloth/cloth10401_cry_m.gif","100","100","4","gif","_","sha256:00da3ccf0dc5ab73b26524570d9ec8c9f389d4f136aba2c1fd1e41abd2d6b53f"
"cloth","10401","die","","","","external/assets/source/res/object/cloth/cloth10401_die.gif","cloth/cloth10401_die.gif","100","100","4","gif","","sha256:532c1aeab152a2173ecf0dc3d76df357a91e3d7dbc810ef5e83d90a0be2485dd"
"cloth","10401","die","m","","","external/assets/source/res/object/cloth/cloth10401_die_m.gif","cloth/cloth10401_die_m.gif","100","100","4","gif","_","sha256:00da3ccf0dc5ab73b26524570d9ec8c9f389d4f136aba2c1fd1e41abd2d6b53f"
"cloth","10401","faint","","","","external/assets/source/res/object/cloth/cloth10401_faint.gif","cloth/cloth10401_faint.gif","100","100","4","gif","","sha256:532c1aeab152a2173ecf0dc3d76df357a91e3d7dbc810ef5e83d90a0be2485dd"
"cloth","10401","faint","m","","","external/assets/source/res/object/cloth/cloth10401_faint_m.gif","cloth/cloth10401_faint_m.gif","100","100","2","gif","_","sha256:62189050f1614f395e05ae10b1dd1a016f9fcf463091906e3f7440515bf1ffda"
"cloth","10401","lose","","","","external/assets/source/res/object/cloth/cloth10401_lose.gif","cloth/cloth10401_lose.gif","100","100","4","gif","","sha256:3a1551d8861d508e9523e63023b8a56d0ac1c909554dec9ec5cfbeeeaf4403de"
"cloth","10401","lose","m","","","external/assets/source/res/object/cloth/cloth10401_lose_m.gif","cloth/cloth10401_lose_m.gif","100","100","4","gif","_","sha256:00da3ccf0dc5ab73b26524570d9ec8c9f389d4f136aba2c1fd1e41abd2d6b53f"
"cloth","10401","sit","","","","external/assets/source/res/object/cloth/cloth10401_sit.png","cloth/cloth10401_sit.png","56","75","1","png","","sha256:3cfd3458125c50f0bd77241405f6cdb5163fe09921ad2c6863059c50a5ecf25b"
"cloth","10401","slow","","0","right","external/assets/source/res/object/cloth/cloth10401_slow_0.png","cloth/cloth10401_slow_0.png","100","100","1","png","_","sha256:287c29dd6373e73e1d6c3843943796f27be0e5dd37ddf12dbf384e0fe3f34401"
"cloth","10401","slow","","1","up","external/assets/source/res/object/cloth/cloth10401_slow_1.png","cloth/cloth10401_slow_1.png","100","100","1","png","_","sha256:077f23efdca0d63a4b7a0a190127bd0919e424d3f96e7989fb78b9c56fd41514"
"cloth","10401","slow","","2","left","external/assets/source/res/object/cloth/cloth10401_slow_2.png","cloth/cloth10401_slow_2.png","100","100","1","png","_","sha256:1e27f27fc9ab26ae5b561b6a7b831b5aeba2957a084fae0d61870e0abc3e5e16"
"cloth","10401","slow","","3","down","external/assets/source/res/object/cloth/cloth10401_slow_3.png","cloth/cloth10401_slow_3.png","100","100","1","png","_","sha256:d97d6db6912641ec3d420d407917c8f61bf6d7b0edf364754238d3fe46bdd33e"
"cloth","10401","stand","","0","right","external/assets/source/res/object/cloth/cloth10401_stand_0.png","cloth/cloth10401_stand_0.png","100","100","1","png","_","sha256:649754f97d94cd787d84e24b51b48dcbcab1983f90a9d4b4a6e0524ee9ba1cb5"
"cloth","10401","stand","m","0","right","external/assets/source/res/object/cloth/cloth10401_stand_m_0.png","cloth/cloth10401_stand_m_0.png","100","100","1","png","_","sha256:6a9365fb88ed1301a0397671a21cf9bb46682889e0da3d137098f5ab14249d01"
"cloth","10401","stand","","1","up","external/assets/source/res/object/cloth/cloth10401_stand_1.png","cloth/cloth10401_stand_1.png","100","100","1","png","_","sha256:df80fb9bfab46c07bf346ab4ea7ed177215ff1822ce86f3e56c2fc0a25ecdd02"
"cloth","10401","stand","m","1","up","external/assets/source/res/object/cloth/cloth10401_stand_m_1.png","cloth/cloth10401_stand_m_1.png","100","100","1","png","_","sha256:e49be5a59cbfd5e629b9b34296df5e7fcdfd1c198d751e3e17dfc90e039c478b"
"cloth","10401","stand","","2","left","external/assets/source/res/object/cloth/cloth10401_stand_2.png","cloth/cloth10401_stand_2.png","100","100","1","png","_","sha256:cb894f4e875f3d39534a74bc9522444244ba67b0fce9d29f7267907355d2dea8"
"cloth","10401","stand","m","2","left","external/assets/source/res/object/cloth/cloth10401_stand_m_2.png","cloth/cloth10401_stand_m_2.png","100","100","1","png","_","sha256:fc2be5f8029558d23f5751fd167b23bfc73d951d35e2c542dfcfd6c5d065738f"
"cloth","10401","stand","","3","down","external/assets/source/res/object/cloth/cloth10401_stand_3.png","cloth/cloth10401_stand_3.png","100","100","1","png","_","sha256:3eb188a8ab5cc82e2af33b6f0fcda7e310f48c52ee22a77cd591389c4d877d83"
"cloth","10401","stand","m","3","down","external/assets/source/res/object/cloth/cloth10401_stand_m_3.png","cloth/cloth10401_stand_m_3.png","100","100","1","png","_","sha256:11908a7706ca248f8096c75e01529bf081fef849ecb09cdf2500a599e4273f51"
"cloth","10401","trigger","","","","external/assets/source/res/object/cloth/cloth10401_trigger.gif","cloth/cloth10401_trigger.gif","100","100","23","gif","","sha256:2e807dfa8ed6938ead2ccc6dbde3a3aa37fc40ba5e2d05b9042ea60ebea538d5"
"cloth","10401","trigger","m","","","external/assets/source/res/object/cloth/cloth10401_trigger_m.gif","cloth/cloth10401_trigger_m.gif","100","100","23","gif","_","sha256:266dba595435a6a4a2a788f1b0b172b1d7eee6478253dd4d8a7eb1bafea1cda0"
"cloth","10401","wait","","","","external/assets/source/res/object/cloth/cloth10401_wait.gif","cloth/cloth10401_wait.gif","100","100","14","gif","","sha256:1a1d961359efe3a6a0b49c59d190c0742992d7e55082ecf02c881b71780d9a5d"
"cloth","10401","wait","m","","","external/assets/source/res/object/cloth/cloth10401_wait_m.gif","cloth/cloth10401_wait_m.gif","100","100","14","gif","_","sha256:01a465067ed352ce626940476d58cfca39e631c47388d07efe7f2a813f0764dc"
"cloth","10401","walk","","0","right","external/assets/source/res/object/cloth/cloth10401_walk_0.gif","cloth/cloth10401_walk_0.gif","100","100","6","gif","_","sha256:f5714f36d33e41e1aeea454ae60d47b0e322494fe5cc608ba55ae648243bd742"
"cloth","10401","walk","m","0","right","external/assets/source/res/object/cloth/cloth10401_walk_m_0.gif","cloth/cloth10401_walk_m_0.gif","100","100","6","gif","_","sha256:14ef351b3fb87a5473b96b4beb08958fa098bfa064e84020ef252f3f597e7695"
"cloth","10401","walk","","1","up","external/assets/source/res/object/cloth/cloth10401_walk_1.gif","cloth/cloth10401_walk_1.gif","100","100","6","gif","_","sha256:87221f50e6137055f4cf6f4918032cbd453bb585180826c8d31fa5d22e4b0159"
"cloth","10401","walk","m","1","up","external/assets/source/res/object/cloth/cloth10401_walk_m_1.gif","cloth/cloth10401_walk_m_1.gif","100","100","6","gif","_","sha256:d4191836bbc79856c74bf7bb079584264cdf53911713c3a7328444ac36c99409"
"cloth","10401","walk","","2","left","external/assets/source/res/object/cloth/cloth10401_walk_2.gif","cloth/cloth10401_walk_2.gif","100","100","6","gif","_","sha256:388d1c9c6488906172822b963c5781e56a6ad8daca73cfb21ac544bc3f49231d"
"cloth","10401","walk","m","2","left","external/assets/source/res/object/cloth/cloth10401_walk_m_2.gif","cloth/cloth10401_walk_m_2.gif","100","100","6","gif","_","sha256:3d7e3a12ce5e06a16775254b115728a97c025cfddf03c63b14c9500868576157"
"cloth","10401","walk","","3","down","external/assets/source/res/object/cloth/cloth10401_walk_3.gif","cloth/cloth10401_walk_3.gif","100","100","6","gif","_","sha256:02e01b20f2b09c34b31e3b5875b7a778ea017bafae1b65d6d2913478132f6e47"
"cloth","10401","walk","m","3","down","external/assets/source/res/object/cloth/cloth10401_walk_m_3.gif","cloth/cloth10401_walk_m_3.gif","100","100","6","gif","_","sha256:9b09989d58fca9a2cea86066e7db1a9e79e8dc40ef977e0cf16c2c0868ca2b43"
"cloth","10401","win","","","","external/assets/source/res/object/cloth/cloth10401_win.gif","cloth/cloth10401_win.gif","100","100","3","gif","","sha256:1f777e164843a0285fff549be41310232f4bf18d158a2b4c534b57b8176e3ee2"
"cloth","10401","win","m","","","external/assets/source/res/object/cloth/cloth10401_win_m.gif","cloth/cloth10401_win_m.gif","100","100","3","gif","_","sha256:2cb7dad13c231f902c7a2fab284f840b611b4cb0874560d0075aeb3c2ce7805d"
"cloth","10403","stand","","","","external/assets/source/res/object/cloth/cloth10403_stand.gif","cloth/cloth10403_stand.gif","85","142","10","gif","","sha256:9ab991823d52f755eefdb3b8f16e0e3325a769f66046ed79790dc2beac7e3a36"
"cloth","10501","cry","","","","external/assets/source/res/object/cloth/cloth10501_cry.gif","cloth/cloth10501_cry.gif","100","100","4","gif","","sha256:ef5496e4f97a8192df27ca30b2b8c5ea68fad170ede04d7f2cf7cc313ee6b68a"
"cloth","10501","cry","m","","","external/assets/source/res/object/cloth/cloth10501_cry_m.gif","cloth/cloth10501_cry_m.gif","100","100","4","gif","_","sha256:573d76c036bdcb6881a800e767c8fd7b5cbda20a0be70e81b64b394118539aeb"
"cloth","10501","die","","","","external/assets/source/res/object/cloth/cloth10501_die.gif","cloth/cloth10501_die.gif","100","100","4","gif","","sha256:ef5496e4f97a8192df27ca30b2b8c5ea68fad170ede04d7f2cf7cc313ee6b68a"
"cloth","10501","die","m","","","external/assets/source/res/object/cloth/cloth10501_die_m.gif","cloth/cloth10501_die_m.gif","100","100","4","gif","_","sha256:573d76c036bdcb6881a800e767c8fd7b5cbda20a0be70e81b64b394118539aeb"
"cloth","10501","faint","","","","external/assets/source/res/object/cloth/cloth10501_faint.gif","cloth/cloth10501_faint.gif","100","100","2","gif","","sha256:68d8260233dc856f8f83294d327afc856473574a340c5bb7f2fd2e6a7f22411f"
"cloth","10501","faint","m","","","external/assets/source/res/object/cloth/cloth10501_faint_m.gif","cloth/cloth10501_faint_m.gif","100","100","2","gif","_","sha256:27fbcd3c72d1df3f673aad8b767e0a1f92a0f9ff9e1190cd9ed74a1ba02242df"
"cloth","10501","lose","","","","external/assets/source/res/object/cloth/cloth10501_lose.gif","cloth/cloth10501_lose.gif","100","100","4","gif","","sha256:ef5496e4f97a8192df27ca30b2b8c5ea68fad170ede04d7f2cf7cc313ee6b68a"
"cloth","10501","lose","m","","","external/assets/source/res/object/cloth/cloth10501_lose_m.gif","cloth/cloth10501_lose_m.gif","100","100","4","gif","_","sha256:573d76c036bdcb6881a800e767c8fd7b5cbda20a0be70e81b64b394118539aeb"
"cloth","10501","sit","","","","external/assets/source/res/object/cloth/cloth10501_sit.png","cloth/cloth10501_sit.png","56","74","1","png","","sha256:60ab4f2ddc5d4cff7721c0328da4a5c1d2a350bd0c611d311fef7beaf2329dcc"
"cloth","10501","slow","","0","right","external/assets/source/res/object/cloth/cloth10501_slow_0.png","cloth/cloth10501_slow_0.png","100","100","1","png","_","sha256:5b629fc64b46d1c96de3895366d328d4e802af9977320d868014191bd238fc48"
"cloth","10501","slow","","1","up","external/assets/source/res/object/cloth/cloth10501_slow_1.png","cloth/cloth10501_slow_1.png","100","100","1","png","_","sha256:02d3e09e77e2196a7d362ea44b9496c35e663be6bf740786ba3c8f40ceefca05"
"cloth","10501","slow","","2","left","external/assets/source/res/object/cloth/cloth10501_slow_2.png","cloth/cloth10501_slow_2.png","100","100","1","png","_","sha256:8e39af7e6e63e1115a758bd54c5f3817ce5c11f86ea959a20b6cc110e6dedd94"
"cloth","10501","slow","","3","down","external/assets/source/res/object/cloth/cloth10501_slow_3.png","cloth/cloth10501_slow_3.png","100","100","1","png","_","sha256:cb2d92d04b63de8dd658e0f7e5fcc0f29280e3f5a2a6fe130cc0b9d44dfc420e"
"cloth","10501","stand","","0","right","external/assets/source/res/object/cloth/cloth10501_stand_0.png","cloth/cloth10501_stand_0.png","100","100","1","png","_","sha256:7875f2e43c6e76d30aca20248d4b186a93fcbb72a9f251b1d944f1c2a52eaece"
"cloth","10501","stand","m","0","right","external/assets/source/res/object/cloth/cloth10501_stand_m_0.png","cloth/cloth10501_stand_m_0.png","100","100","1","png","_","sha256:5e903b8e2fab32b9524bb21c2820493bbe90ab5426f096a5f2a8f6fa21205c1b"
"cloth","10501","stand","","1","up","external/assets/source/res/object/cloth/cloth10501_stand_1.png","cloth/cloth10501_stand_1.png","100","100","1","png","_","sha256:eaa2069417380f391eaf622272989dec2b2e0becc44182a0a5da6619f21efb17"
"cloth","10501","stand","m","1","up","external/assets/source/res/object/cloth/cloth10501_stand_m_1.png","cloth/cloth10501_stand_m_1.png","100","100","1","png","_","sha256:fb4eb7dc53d7b7c8394f53947d9fc3828aafa5b7048252304359a88a3dfe0695"
"cloth","10501","stand","","2","left","external/assets/source/res/object/cloth/cloth10501_stand_2.png","cloth/cloth10501_stand_2.png","100","100","1","png","_","sha256:a519a342624599fc98be497af391b744af86e831002faa074c5ac25b1c3ca031"
"cloth","10501","stand","m","2","left","external/assets/source/res/object/cloth/cloth10501_stand_m_2.png","cloth/cloth10501_stand_m_2.png","100","100","1","png","_","sha256:47398328bb093644716bb72b25484353b89e408719dc9db2311b3186e274af99"
"cloth","10501","stand","","3","down","external/assets/source/res/object/cloth/cloth10501_stand_3.png","cloth/cloth10501_stand_3.png","100","100","1","png","_","sha256:121e48113e39046ab3ef3b5310744705da319e1cf0f5a39895252c9819c26c19"
"cloth","10501","stand","m","3","down","external/assets/source/res/object/cloth/cloth10501_stand_m_3.png","cloth/cloth10501_stand_m_3.png","100","100","1","png","_","sha256:d3f437b96e7206ad3260f2861785aec581bfd7648bdd25e6189eb137c90cc4a3"
"cloth","10501","trigger","","","","external/assets/source/res/object/cloth/cloth10501_trigger.gif","cloth/cloth10501_trigger.gif","100","100","23","gif","","sha256:1147c01116a022b82436a15e062dccb91be40c165ec569c33bca6ef591b86070"
"cloth","10501","trigger","m","","","external/assets/source/res/object/cloth/cloth10501_trigger_m.gif","cloth/cloth10501_trigger_m.gif","100","100","23","gif","_","sha256:4f20030a5ce4ab6535756217fa766dacf88caf32147339bb6f12d7688134ca6d"
"cloth","10501","wait","","","","external/assets/source/res/object/cloth/cloth10501_wait.gif","cloth/cloth10501_wait.gif","100","100","9","gif","","sha256:2bf0db592233a1a345107bad53e7a267d51439456483f07975fc43bb557fea51"
"cloth","10501","wait","m","","","external/assets/source/res/object/cloth/cloth10501_wait_m.gif","cloth/cloth10501_wait_m.gif","100","100","9","gif","_","sha256:e679c0575606aa28b891fe0702e2c7f997e42dd3ab77ca254798752e7c5929be"
"cloth","10501","walk","","0","right","external/assets/source/res/object/cloth/cloth10501_walk_0.gif","cloth/cloth10501_walk_0.gif","100","100","6","gif","_","sha256:2db0dc02f4720f9d23fc77080e22490ad76ff59b1fd118b481b4cad7e87b36df"
"cloth","10501","walk","m","0","right","external/assets/source/res/object/cloth/cloth10501_walk_m_0.gif","cloth/cloth10501_walk_m_0.gif","100","100","6","gif","_","sha256:c6f3ee2f585e39922b1d07b0c488bfdac103ebafab1290ca1becf928596c72e6"
"cloth","10501","walk","","1","up","external/assets/source/res/object/cloth/cloth10501_walk_1.gif","cloth/cloth10501_walk_1.gif","100","100","6","gif","_","sha256:8ea2be194a4ae9516c0abefb3c3fd85ecabd5960dd1b3d21ed7a1ef84b8c1a44"
"cloth","10501","walk","m","1","up","external/assets/source/res/object/cloth/cloth10501_walk_m_1.gif","cloth/cloth10501_walk_m_1.gif","100","100","6","gif","_","sha256:e6ac6a5d0efa76984c438d7579c785d8b5989882688afe6d767762b9efd779af"
